0.971724  0.0155597  
0.149996  0.619477  
0.400847  0.369657  
0.294741  0.459896  
0.620373  0.216121  
0.49116  0.301403  
0.145453  0.621369  
0.380148  0.388775  
0.169568  0.59237  
0.474051  0.315824  
0.230284  0.523592  
0.658032  0.193044  
0.88581  0.0607506  
0.864961  0.0737828  
0.462889  0.322548  
0.579312  0.241997  
0.055589  0.770956  
0.962759  0.0202445  
0.469304  0.317659  
0.815918  0.100325  
0.338888  0.421476  
0.710112  0.158957  
0.822674  0.0968043  
0.0462837  0.794614  
0.204682  0.553773  
0.407083  0.367186  
0.265178  0.489058  
0.159506  0.606454  
0.0838912  0.717778  
0.0156945  0.885766  
0.59916  0.229197  
0.890242  0.0583158  
0.161438  0.600674  
0.698702  0.166853  
0.33557  0.423854  
0.172486  0.589015  
0.238009  0.516468  
0.211872  0.545495  
0.0470951  0.788594  
0.353903  0.408471  
0.321965  0.435234  
0.802566  0.107099  
0.193998  0.563247  
0.0530059  0.775644  
0.0812747  0.720981  
0.242343  0.511141  
0.937321  0.0345481  
0.201896  0.556941  
0.724017  0.15231  
0.538683  0.26859  
0.364552  0.400762  
0.18377  0.574103  
0.64573  0.200798  
0.631142  0.209447  
0.0975627  0.692525  
0.176149  0.586719  
0.0955159  0.697887  
0.381857  0.385622  
0.768853  0.127426  
0.477046  0.31257  
0.0941566  0.700842  
0.280779  0.475015  
0.374653  0.391274  
0.0633901  0.755074  
0.367326  0.39764  
0.672682  0.183538  
0.726236  0.149675  
0.319261  0.437407  
0.846318  0.0827685  
0.623551  0.213627  
0.0432393  0.802804  
0.349895  0.412343  
0.602676  0.227125  
0.805815  0.105987  
0.0711039  0.742685  
0.416518  0.358263  
0.465831  0.320247  
0.866073  0.0716187  
0.333595  0.428423  
0.0198509  0.873507  
0.0445462  0.798584  
0.634537  0.206511  
0.330271  0.4298  
0.101806  0.689046  
0.191201  0.568131  
0.0368266  0.818551  
0.426444  0.351742  
0.481996  0.309501  
0.140411  0.633722  
0.251484  0.50215  
0.515236  0.286033  
0.568981  0.248332  
0.901078  0.0534625  
0.141111  0.630291  
0.0651628  0.752278  
0.385262  0.38218  
0.21986  0.536943  
0.922863  0.0409855  
0.997146  0.00221528  
0.910023  0.0484571  
0.832082  0.0913312  
0.286165  0.467522  
0.0520895  0.779544  
0.249177  0.504132  
0.56629  0.254004  
0.533562  0.272732  
0.554573  0.257199  
0.880897  0.0647814  
0.994538  0.00531171  
0.550184  0.260372  
0.958326  0.0258828  
0.833558  0.0887338  
0.817551  0.0980814  
0.271651  0.48237  
0.574673  0.244931  
0.488216  0.307293  
0.64852  0.197682  
0.0399518  0.811978  
0.316708  0.441456  
0.371151  0.395809  
0.960493  0.0232694  
0.702599  0.164611  
0.675358  0.182604  
0.504574  0.292294  
0.0724128  0.737996  
0.607363  0.225988  
0.448752  0.332646  
0.653041  0.194463  
0.167005  0.598143  
0.275872  0.477398  
0.642034  0.202958  
0.615851  0.218998  
0.215428  0.5449  
0.763517  0.129221  
0.843607  0.0841178  
0.0382058  0.815413  
0.583135  0.240704  
0.345769  0.41498  
0.240799  0.51415  
0.495094  0.299331  
0.112001  0.670716  
0.947136  0.0303371  
0.315605  0.443835  
0.45005  0.332032  
0.741161  0.143178  
0.930787  0.0368231  
0.782435  0.118178  
0.361843  0.404072  
0.535938  0.271932  
0.894473  0.0571507  
0.413957  0.358747  
0.284561  0.474459  
0.519303  0.284214  
0.574136  0.247067  
0.355748  0.406034  
0.50165  0.295798  
0.00754095  0.93936  
0.839132  0.0880793  
0.882684  0.0634903  
0.610155  0.22203  
0.207347  0.549028  
0.488315  0.305616  
0.933196  0.035778  
0.388012  0.380886  
0.614717  0.220318  
0.827975  0.0938061  
0.0512834  0.784551  
0.080541  0.726505  
0.284879  0.46998  
0.0184652  0.880202  
0.422254  0.355737  
0.839323  0.0855205  
0.56653  0.250443  
0.167488  0.596863  
0.0172014  0.88255  
0.826081  0.0940476  
0.0504243  0.786557  
0.560917  0.255415  
0.00780066  0.937231  
0.947948  0.0291058  
0.559533  0.255462  
0.742629  0.141825  
0.0186779  0.875486  
0.952728  0.0277799  
0.359776  0.405269  
0.5124  0.288306  
0.373388  0.393624  
0.479616  0.309739  
0.521126  0.282801  
0.11338  0.669559  
0.898007  0.0569051  
0.927003  0.0388918  
0.990472  0.00594257  
0.651938  0.196849  
0.0996067  0.690244  
0.161011  0.604398  
0.191779  0.565025  
0.553578  0.259976  
0.303836  0.453532  
